speaker_id,first_name,last_name,years_experience,company_type,company,job_title,expertise_primary,expertise_secondary,programming_languages,cloud_services,mvp_status,region,country,twitter_followers,linkedin_connections,github_repositories,speaking_experience_years,previous_conferences,session_title,session_track,session_type,session_level,session_duration_minutes,expected_audience_size,session_rating_prediction,community_contributions,open_source_projects,certifications_count,speaker_fee_tier
SPKR-1834,Sarah,Park,17,Microsoft Partner,Infosys,Principal Architect,DevOps & Automation,Microsoft 365,"Python, PowerShell","Power Platform, Azure DevOps, Azure Compute",False,North America,Mexico,1558,6853,18,10,50,Monitoring and Observability,Infrastructure,Keynote,Intermediate,60,1501,4.6,6,8,2,Low
SPKR-1835,Chris,Zhang,8,Enterprise Customer,Bank of America,Principal Engineer,Quantum Computing,Azure Cloud,"Python, Q#, C#","Azure DevOps, Azure IoT, Azure Networking, Azure Mixed Reality, Microsoft 365",False,Europe,Sweden,36,968,23,0,0,Quantum Computing Applications,Data & AI,Workshop,Intermediate,120,25,3.9,11,3,1,Low
SPKR-1836,Lars,Singh,14,Consulting Firm,Boston Consulting Group,CTO,DevOps & Automation,Microsoft 365,"Bash, Python, YAML","Azure DevOps, Azure Security, Microsoft 365, Azure IoT",False,North America,Mexico,112,2893,1,13,38,GitOps and Azure Arc: A Case Study,Infrastructure,Theater Session,Intermediate,45,136,4.6,19,3,19,Medium
SPKR-1837,Lauren,Silva,20,Microsoft,Microsoft Corporation,CTO,Mixed Reality,Quantum Computing,"C++, Unity Script, C#","Azure AI, Microsoft 365",False,Europe,United Kingdom,799,3735,15,16,50,Building HoloLens Applications,Digital & App Innovation,Breakout Session,Advanced,45,154,4.1,9,10,4,Medium
SPKR-1838,Priya,Li,12,Consulting Firm,McKinsey & Company,Distinguished Engineer,Security & Compliance,AI/Machine Learning,"C#, JavaScript, PowerShell","Azure AI, Azure Mixed Reality, Azure Compute, Azure Security, Azure Storage, Azure DevOps",False,North America,United States,196,1961,18,11,5,Identity and Access Management with Azure AD: Advanced Techniques,Microsoft Cloud,Breakout Session,Advanced,45,223,5.0,6,0,13,High
SPKR-1839,Carlos,Smith,16,Startup,AgileWorks,CTO,Quantum Computing,Power Platform,"Q#, Python, C#","Azure Storage, Azure DevOps, Power Platform",False,Europe,Spain,422,378,18,8,23,Quantum Machine Learning: Advanced Techniques,Data & AI,Workshop,Beginner,90,62,3.6,6,4,16,High
SPKR-1840,Alex,Costa,13,Consulting Firm,McKinsey & Company,Director of Engineering,IoT Solutions,Edge Computing,"C++, C#, Python","Azure Mixed Reality, Azure Storage",False,Asia Pacific,New Zealand,704,3766,14,11,32,IoT Device Management with Azure,Infrastructure,Lightning Talk,Advanced,15,92,4.6,6,0,3,Medium
SPKR-1841,Elena,Silva,23,Consulting Firm,KPMG,CTO,Modern Apps,Blockchain,"Java, TypeScript, C#","Azure DevOps, Azure Networking",False,Latin America,Argentina,288,2840,4,20,9,Serverless Computing with Azure Functions: Lessons Learned,App Innovation,Panel Discussion,Intermediate,45,141,4.9,14,3,6,Low
SPKR-1842,Jessica,Brown,18,Enterprise Customer,Oracle,Chief Architect,DevOps & Automation,Modern Apps,"PowerShell, Bash, YAML, Python, Go","Azure Storage, Azure Mixed Reality, Power Platform, Dynamics 365",False,North America,Mexico,891,261,9,15,36,Monitoring and Observability,App Innovation,Breakout Session,Intermediate,60,297,5.0,18,1,2,None
SPKR-1843,Lars,Miller,15,Microsoft,Microsoft Corporation,Chief Architect,Power Platform,Mixed Reality,"C#, TypeScript, Power Fx","Azure IoT, Azure Security, Azure Data",False,Asia Pacific,China,1261,744,9,12,39,Power Automate Process Automation,Modern Work,Theater Session,Intermediate,30,127,4.2,1,3,4,High
SPKR-1844,David,Costa,30,Enterprise Customer,Johnson & Johnson,Head of Digital Transformation,Modern Apps,DevOps & Automation,"Java, Swift, C#","Azure Data, Azure Compute, Azure AI, Azure Mixed Reality",True,Asia Pacific,India,11354,542,3,26,50,Serverless Computing with Azure Functions,Digital & App Innovation,Workshop,Advanced,180,44,5.0,2,2,3,Low
SPKR-1845,Hiroshi,Rodriguez,16,Education,Oxford University,CTO,Security & Compliance,Microsoft 365,"Python, PowerShell, C#, JavaScript","Azure Compute, Azure Networking, Azure IoT, Azure Data",False,North America,Mexico,130,252,8,15,9,Compliance Automation in the Cloud,Security,Breakout Session,Beginner,75,265,3.8,4,10,2,Low
SPKR-1846,Ashley,Tanaka,20,Enterprise Customer,Target,VP Engineering,Mixed Reality,Blockchain,"C#, JavaScript, C++, Unity Script","Azure Security, Azure AI",False,Europe,France,392,4629,17,6,1,Mixed Reality for Training and Education,Digital & App Innovation,Breakout Session,Advanced,45,184,4.7,7,5,1,High
SPKR-1847,Lisa,White,23,Microsoft,Microsoft Consulting,Chief Innovation Officer,DevOps & Automation,Mixed Reality,"Bash, YAML","Azure Data, Microsoft 365",True,Europe,Germany,6827,315,10,20,50,Infrastructure as Code with ARM Templates,App Innovation,Breakout Session,Intermediate,60,196,5.0,31,2,4,Low
SPKR-1848,Amara,Smith,30,Microsoft,Microsoft Consulting,CEO,Blockchain,Security & Compliance,"C#, Go, JavaScript","Azure IoT, Azure Storage, Azure AI, Dynamics 365",False,North America,Mexico,152,476,17,29,50,Smart Contracts Development,Infrastructure,Theater Session,Intermediate,30,58,4.7,12,0,8,High
SPKR-1849,Lauren,Martinez,21,Non-Profit,Doctors Without Borders,Chief Innovation Officer,Modern Apps,Azure Cloud,"TypeScript, Swift","Microsoft 365, Azure Mixed Reality, Dynamics 365, Azure Data",False,North America,Canada,1230,18571,11,14,50,Building Progressive Web Apps: Lessons Learned,Digital & App Innovation,Breakout Session,Intermediate,75,333,4.4,11,4,0,Low
SPKR-1850,Stephanie,Tanaka,11,Microsoft,Microsoft Corporation,Distinguished Engineer,Blockchain,Data & Analytics,"JavaScript, Go","Azure Compute, Microsoft 365, Azure Storage",False,North America,Canada,673,621,10,7,50,Blockchain for Supply Chain,App Innovation,Breakout Session,Intermediate,60,320,4.6,5,3,3,High
SPKR-1851,Yuki,Rodriguez,13,Microsoft,Microsoft Research,Chief Architect,Modern Apps,IoT Solutions,"Java, JavaScript, Swift","Microsoft 365, Dynamics 365, Azure Storage",False,Europe,France,14,2635,13,5,21,Microservices Architecture Patterns,App Innovation,Breakout Session,Intermediate,75,296,4.4,8,7,1,Medium
SPKR-1852,Raj,Silva,16,Microsoft Partner,Cognizant,VP Engineering,Edge Computing,Microsoft 365,"C#, Python, C++, JavaScript","Dynamics 365, Azure Compute, Microsoft 365, Azure IoT",False,North America,Canada,403,5386,2,12,50,Edge Security and Management: Advanced Techniques,Data & AI,Breakout Session,Advanced,75,152,4.6,0,3,5,Medium
SPKR-1853,Carlos,Santos,16,Education,UC Berkeley,Head of Cloud,Modern Apps,Edge Computing,"JavaScript, Java, C#","Azure Compute, Azure Storage, Microsoft 365",True,North America,Mexico,3478,3536,7,14,19,Container Orchestration with Azure Kubernetes Service: Lessons Learned,Digital & App Innovation,Theater Session,Intermediate,30,246,4.8,4,1,5,Low
SPKR-1854,João,Fischer,10,Microsoft Partner,Cognizant,Development Manager,Azure Cloud,DevOps & Automation,"Python, ARM Templates, PowerShell, JavaScript","Azure Data, Azure Mixed Reality, Azure IoT, Power Platform, Azure Networking",False,Asia Pacific,South Korea,440,1193,11,7,29,Modernizing Legacy Systems with Azure,Microsoft Cloud,Theater Session,Intermediate,30,51,4.4,10,2,6,Medium
SPKR-1855,Ahmed,Kim,30,Microsoft Partner,Wipro,CEO,Security & Compliance,Data & Analytics,"JavaScript, Python, C#","Azure AI, Azure Security, Azure Data, Azure IoT, Azure Compute",False,North America,Canada,693,2226,16,23,28,Compliance Automation in the Cloud: Best Practices,Microsoft Cloud,Breakout Session,Advanced,75,131,5.0,12,2,2,High
SPKR-1856,Jason,Kim,23,Startup,AI Innovations,Chief Innovation Officer,Power Platform,DevOps & Automation,"C#, Power Fx","Azure Data, Microsoft 365",False,North America,United States,1427,3550,3,16,50,Power Automate Process Automation,Digital & App Innovation,Breakout Session,Advanced,45,195,5.0,33,0,1,None
SPKR-1857,Ingrid,Garcia,27,Microsoft,Microsoft Corporation,Chief Innovation Officer,Mixed Reality,Security & Compliance,"Unity Script, JavaScript","Azure DevOps, Azure IoT, Azure Security, Azure Storage, Microsoft 365",False,North America,Canada,5690,1625,14,21,50,Mixed Reality for Training and Education: Lessons Learned,App Innovation,Theater Session,Intermediate,30,65,5.0,7,1,2,Low
SPKR-1858,Lauren,Souza,30,ISV,ServiceNow,VP of Technology,Security & Compliance,Azure Cloud,"Python, JavaScript, C#","Azure Storage, Azure AI, Azure IoT, Dynamics 365",False,Middle East & Africa,Israel,3162,5359,9,24,50,Compliance Automation in the Cloud,Microsoft Cloud,Theater Session,Intermediate,30,65,5.0,7,0,3,Medium
SPKR-1859,Jason,Yamamoto,22,Enterprise Customer,Home Depot,Head of Digital Transformation,Data & Analytics,AI/Machine Learning,"KQL, C#","Azure AI, Power Platform, Azure Compute",False,North America,Canada,350,1316,7,11,9,Real-time Analytics with Azure Stream Analytics,Data & AI,Breakout Session,Intermediate,75,158,4.4,14,3,0,Low
SPKR-1860,Michelle,Thomas,18,Enterprise Customer,Wells Fargo,Principal Architect,IoT Solutions,Blockchain,"Python, C++, JavaScript, C#","Microsoft 365, Azure DevOps, Azure IoT, Azure Networking",False,North America,Canada,104,1284,3,14,50,Secure IoT Implementation,Data & AI,Breakout Session,Advanced,75,154,5.0,6,9,8,Low
SPKR-1861,Amara,Martinez,30,ISV,Salesforce,Chief Data Officer,Azure Cloud,DevOps & Automation,"JavaScript, PowerShell","Azure AI, Azure DevOps, Azure IoT, Azure Mixed Reality",True,North America,Mexico,7694,22267,8,29,50,Azure Architecture Best Practices,Infrastructure,Workshop,Advanced,180,107,5.0,55,0,3,Low
SPKR-1862,Amanda,Ferreira,18,Education,Georgia Tech,Director of Engineering,Blockchain,Microsoft 365,"Go, Solidity, C#, JavaScript","Azure Security, Power Platform, Azure Networking, Azure Storage, Azure DevOps, Azure Data",False,North America,United States,158,859,11,16,50,Decentralized Identity,Infrastructure,Lightning Talk,Intermediate,20,83,3.9,6,6,0,Low
SPKR-1863,Brian,Wang,14,Microsoft Partner,TCS,CTO,Mixed Reality,Blockchain,"Unity Script, C++","Azure Networking, Azure Mixed Reality, Azure IoT, Azure DevOps, Azure AI",False,Europe,France,347,1293,17,12,34,Building HoloLens Applications,App Innovation,Workshop,Beginner,120,59,4.0,13,10,1,High
SPKR-1864,Alex,Ferreira,6,Microsoft,Microsoft Consulting,Senior Data Scientist,Blockchain,Modern Apps,"Solidity, Go, C#","Azure Storage, Azure Security, Azure IoT",False,Middle East & Africa,South Africa,599,1226,2,0,0,Blockchain Solutions on Azure: Best Practices,Infrastructure,Breakout Session,Beginner,60,228,3.3,13,4,9,Low
SPKR-1865,Amanda,Nakamura,23,Consulting Firm,Ernst & Young,Chief Data Officer,IoT Solutions,Microsoft 365,"JavaScript, Python","Azure Data, Azure Networking",False,Europe,Netherlands,6306,3372,10,22,50,IoT Data Processing and Analytics: Best Practices,Data & AI,Breakout Session,Intermediate,60,342,5.0,24,4,3,Low
SPKR-1866,Carlos,Martin,29,Microsoft Partner,Deloitte,Chief Data Officer,Data & Analytics,Modern Apps,"KQL, R, Python, C#, SQL","Azure Storage, Azure IoT, Dynamics 365",True,Europe,United Kingdom,23594,3213,12,28,50,Azure Synapse Analytics Deep Dive,Microsoft Cloud,Workshop,Advanced,120,123,4.5,7,0,10,Medium
SPKR-1867,Fatima,Singh,18,Government,Singapore GovTech,VP Engineering,Modern Apps,Azure Cloud,"TypeScript, Swift","Azure DevOps, Power Platform, Azure IoT",False,North America,Canada,1016,341,18,14,36,Building Progressive Web Apps,Digital & App Innovation,Panel Discussion,Intermediate,45,162,5.0,19,6,3,Low
SPKR-1868,Ingrid,Li,22,Education,UC Berkeley,Head of Digital Transformation,Sustainability Tech,DevOps & Automation,"Python, JavaScript, R","Azure Security, Azure Data, Azure Mixed Reality",False,North America,Canada,507,2181,9,12,28,Sustainability Metrics and Reporting: Best Practices,Microsoft Cloud,Breakout Session,Intermediate,75,232,4.3,34,1,2,Medium
SPKR-1869,David,Oliveira,11,Microsoft,Microsoft Consulting,VP Engineering,Security & Compliance,IoT Solutions,"JavaScript, Python, PowerShell","Azure AI, Azure Data, Power Platform",False,North America,United States,106,1424,6,4,6,Zero Trust Security Architecture: Best Practices,Security,Theater Session,Advanced,45,70,3.6,1,1,10,Low
SPKR-1870,Nicole,Anderson,11,Education,University of Washington,CTO,Blockchain,Mixed Reality,"JavaScript, Go","Azure Mixed Reality, Azure IoT",False,Asia Pacific,Singapore,12184,4179,0,6,25,Smart Contracts Development,Infrastructure,Breakout Session,Beginner,75,154,4.3,6,1,1,Low
SPKR-1871,Yuki,Brown,30,Microsoft Partner,Accenture,Chief Innovation Officer,Quantum Computing,Modern Apps,"C#, Python","Dynamics 365, Azure Data, Azure Storage, Azure Mixed Reality",True,Europe,France,2285,5652,18,22,50,Introduction to Quantum Computing,Data & AI,Theater Session,Beginner,30,197,5.0,31,5,4,Low
SPKR-1872,Alex,Liu,17,Startup,NextGen Software,CTO,Power Platform,IoT Solutions,"JavaScript, Power Fx, TypeScript","Azure AI, Azure IoT, Power Platform",True,North America,United States,6133,6219,1,14,50,Power Automate Process Automation,Digital & App Innovation,Theater Session,Advanced,45,171,4.6,34,0,4,Medium
SPKR-1873,Priya,Rodriguez,18,Microsoft,Microsoft Consulting,Chief Architect,Blockchain,Security & Compliance,"C#, Solidity, JavaScript","Azure AI, Microsoft 365, Azure Mixed Reality, Azure Security",False,North America,Canada,1246,459,6,7,50,Blockchain Solutions on Azure,Infrastructure,Theater Session,Advanced,30,72,5.0,13,2,3,Medium
SPKR-1874,Jennifer,Wang,21,ISV,ServiceNow,Head of Digital Transformation,Mixed Reality,Modern Apps,"Unity Script, C++, JavaScript, C#","Dynamics 365, Azure Mixed Reality",False,North America,Mexico,498,523,11,20,15,Spatial Computing Fundamentals: Advanced Techniques,App Innovation,Workshop,Intermediate,180,29,4.1,12,1,3,Low
SPKR-1875,Ana,Chen,11,Startup,NextGen Software,Distinguished Engineer,Microsoft 365,Data & Analytics,"PowerShell, TypeScript","Azure Networking, Azure DevOps, Azure Storage, Azure IoT, Azure Mixed Reality",False,Asia Pacific,Japan,288,1577,13,9,22,SharePoint Framework Solutions: Best Practices,Modern Work,Panel Discussion,Intermediate,60,255,4.6,11,0,5,Low
SPKR-1876,Rachel,White,21,Startup,AgileWorks,Chief Data Officer,IoT Solutions,Azure Cloud,"Python, C#, JavaScript, C++","Microsoft 365, Power Platform, Azure Storage",False,Europe,Spain,131,6734,39,15,5,Secure IoT Implementation,Infrastructure,Breakout Session,Intermediate,75,272,4.9,9,0,1,Low
SPKR-1877,Ryan,Li,30,Government,US Federal Government,CEO,Data & Analytics,Sustainability Tech,"Python, KQL","Azure DevOps, Azure Networking, Azure Storage, Azure AI, Azure Data",False,Asia Pacific,New Zealand,7603,1830,15,24,50,Azure Synapse Analytics Deep Dive,Microsoft Cloud,Theater Session,Intermediate,30,83,5.0,19,4,6,Medium
SPKR-1878,Priya,Thomas,13,Enterprise Customer,Oracle,CTO,Sustainability Tech,DevOps & Automation,"R, JavaScript","Azure Compute, Azure Storage",False,Europe,France,606,492,25,3,13,Sustainable Software Development,Microsoft Cloud,Theater Session,Beginner,30,110,4.7,15,1,1,Medium
SPKR-1879,Amanda,Weber,27,Microsoft Partner,Infosys,Head of Digital Transformation,IoT Solutions,Edge Computing,"JavaScript, C#","Power Platform, Azure Mixed Reality, Azure Data, Microsoft 365, Azure Networking",False,North America,United States,11020,311,12,25,22,IoT Data Processing and Analytics,Infrastructure,Breakout Session,Intermediate,45,163,5.0,7,0,5,Low
SPKR-1880,Lucia,Schneider,17,ISV,Adobe,Principal Architect,Edge Computing,Security & Compliance,"JavaScript, Python","Azure Networking, Azure IoT, Azure Security",False,Middle East & Africa,South Africa,452,2262,5,9,4,Industrial IoT Solutions,Data & AI,Theater Session,Advanced,30,93,5.0,22,0,1,Low
SPKR-1881,Lisa,Fischer,14,Consulting Firm,McKinsey & Company,VP Engineering,Azure Cloud,Quantum Computing,"ARM Templates, C#, PowerShell","Azure Data, Power Platform, Azure Security, Microsoft 365, Azure AI, Azure Compute",False,North America,Canada,490,1103,14,10,4,Azure Cost Optimization Strategies: Advanced Techniques,Microsoft Cloud,Lightning Talk,Intermediate,15,108,4.2,5,0,2,Medium
SPKR-1882,Wei,Ferreira,30,Education,Harvard University,CEO,Azure Cloud,AI/Machine Learning,"Python, JavaScript","Azure DevOps, Azure Compute, Power Platform, Azure Mixed Reality",False,North America,United States,257,1383,6,28,13,Building Scalable Applications on Azure,Microsoft Cloud,Theater Session,Intermediate,30,91,4.8,3,2,1,Medium
SPKR-1883,Amanda,Harris,30,Education,University of Washington,Chief Innovation Officer,Quantum Computing,Security & Compliance,"C#, Python, Q#","Azure Data, Azure Mixed Reality, Azure Compute, Microsoft 365",False,Asia Pacific,Japan,885,6898,6,29,50,Quantum Algorithms with Q#,Data & AI,Workshop,Advanced,180,26,4.9,17,2,5,Medium
SPKR-1884,Raj,Silva,28,Microsoft Partner,Wipro,CEO,Edge Computing,DevOps & Automation,"C++, Python, JavaScript, C#","Microsoft 365, Power Platform",True,North America,Canada,518,1977,12,25,17,Industrial IoT Solutions: A Case Study,Infrastructure,Breakout Session,Intermediate,60,343,5.0,44,2,3,None
SPKR-1885,Emily,Schmidt,21,Microsoft Partner,Avanade,CEO,Blockchain,Edge Computing,"JavaScript, Solidity","Azure Compute, Azure IoT, Azure Mixed Reality, Azure Security, Azure DevOps, Azure Networking",False,Europe,Netherlands,1918,1731,7,18,50,Blockchain for Supply Chain,Infrastructure,Breakout Session,Advanced,75,279,4.8,27,4,3,Low
SPKR-1886,Hiroshi,Mueller,18,Microsoft Partner,Wipro,Head of Cloud,Sustainability Tech,Security & Compliance,"C#, JavaScript, R, Python","Azure Security, Azure Data, Azure IoT",False,Asia Pacific,Australia,1090,4504,20,17,32,Green Computing with Azure,Microsoft Cloud,Breakout Session,Intermediate,75,285,5.0,24,2,1,Medium
SPKR-1887,Alex,Costa,26,Startup,InnovateCorp,CEO,Azure Cloud,AI/Machine Learning,"ARM Templates, Python","Azure Compute, Azure Storage",False,Europe,Germany,11426,28574,14,21,21,Azure Cost Optimization Strategies,Infrastructure,Theater Session,Advanced,30,71,4.8,6,0,7,Low
SPKR-1888,Kevin,Patel,18,Microsoft Partner,Infosys,CTO,AI/Machine Learning,DevOps & Automation,"Python, R, JavaScript, Scala, C#","Azure DevOps, Azure Data",False,North America,Mexico,104,897,10,12,35,Responsible AI Development,App Innovation,Workshop,Advanced,120,93,4.3,4,3,1,Low
SPKR-1889,Ahmed,Oliveira,6,Consulting Firm,Capgemini,Principal Engineer,AI/Machine Learning,IoT Solutions,"R, Scala, Python","Azure Mixed Reality, Azure Data, Power Platform, Azure DevOps, Dynamics 365, Azure IoT",False,Europe,Sweden,2749,255,15,3,6,AI-Powered Applications with Azure Cognitive Services,App Innovation,Theater Session,Beginner,45,104,4.7,3,7,13,None
SPKR-1890,Michelle,Kim,10,Microsoft,Microsoft Consulting,Solutions Architect,Mixed Reality,Azure Cloud,"C#, C++, JavaScript","Azure DevOps, Power Platform, Azure Storage",False,Asia Pacific,New Zealand,139,304,4,7,9,AR/VR Development with Unity: A Case Study,Digital & App Innovation,Lightning Talk,Intermediate,15,79,4.7,3,2,6,Low
SPKR-1891,Ashley,Oliveira,30,Microsoft,Microsoft Research,VP of Technology,Microsoft 365,Quantum Computing,"JavaScript, TypeScript, C#","Microsoft 365, Azure Compute",False,Europe,Italy,2366,4125,285,22,6,Office Add-ins Development: Best Practices,Digital & App Innovation,Lightning Talk,Intermediate,20,75,4.5,16,62,3,High
SPKR-1892,David,Lee,20,Microsoft,Microsoft Consulting,Principal Architect,Power Platform,Data & Analytics,"Power Fx, JavaScript, TypeScript, C#","Azure Storage, Power Platform",False,Europe,United Kingdom,180,449,17,15,18,Power Automate Process Automation,Digital & App Innovation,Breakout Session,Advanced,60,270,3.9,7,2,4,Low
SPKR-1893,Kofi,Santos,16,Microsoft,Microsoft Corporation,Chief Architect,Modern Apps,Blockchain,"JavaScript, C#","Azure DevOps, Azure Networking, Dynamics 365, Azure Mixed Reality, Azure Security, Power Platform",False,Middle East & Africa,Nigeria,1148,892,12,11,18,Serverless Computing with Azure Functions: Best Practices,Digital & App Innovation,Theater Session,Advanced,45,174,5.0,2,7,7,None
SPKR-1894,Priya,Jones,27,Startup,CloudFirst Ltd,VP of Technology,AI/Machine Learning,Sustainability Tech,"Python, R","Azure IoT, Azure Storage, Microsoft 365, Azure AI, Azure Networking",False,Middle East & Africa,Israel,29,1511,5,23,50,Responsible AI Development,App Innovation,Theater Session,Advanced,30,107,5.0,7,0,3,Low
SPKR-1895,Mei,Weber,13,Microsoft,Microsoft Research,Distinguished Engineer,Data & Analytics,AI/Machine Learning,"SQL, C#, R","Azure DevOps, Azure Networking",False,Europe,Sweden,265,7750,11,9,22,Building Data Pipelines with Azure Data Factory,Data & AI,Workshop,Intermediate,180,49,3.7,9,2,6,High
SPKR-1896,Sarah,Souza,20,Microsoft,Microsoft Corporation,Director of Engineering,Edge Computing,Sustainability Tech,"JavaScript, C++","Dynamics 365, Azure Compute, Azure Mixed Reality, Power Platform, Azure DevOps",False,North America,Mexico,1182,6958,2,16,19,Edge Security and Management,Data & AI,Breakout Session,Intermediate,45,138,5.0,15,3,4,Medium
SPKR-1897,Jessica,Park,21,Microsoft,Microsoft Consulting,Chief Innovation Officer,Security & Compliance,Azure Cloud,"JavaScript, C#, PowerShell","Dynamics 365, Azure DevOps, Azure Networking, Microsoft 365, Azure Security, Azure AI",True,Asia Pacific,India,36496,273,3,19,50,Azure Security Center Best Practices: A Case Study,Security,Workshop,Advanced,180,80,5.0,15,1,5,None
SPKR-1898,Chris,Schmidt,15,Consulting Firm,Ernst & Young,Chief Architect,Microsoft 365,Modern Apps,"C#, TypeScript","Dynamics 365, Power Platform, Azure Compute",False,North America,Mexico,33,8910,6,12,48,SharePoint Framework Solutions,Digital & App Innovation,Breakout Session,Intermediate,75,201,4.9,2,1,1,Medium
SPKR-1899,Hiroshi,Hernandez,19,Consulting Firm,Ernst & Young,Director of Engineering,Power Platform,AI/Machine Learning,"TypeScript, C#","Azure Storage, Azure Networking, Azure AI",False,Europe,United Kingdom,964,370,10,15,50,Low-Code Application Development: A Case Study,Modern Work,Workshop,Intermediate,120,58,4.5,31,5,4,Medium
SPKR-1900,Kofi,Ferreira,12,Microsoft,Microsoft Consulting,Chief Architect,Blockchain,Security & Compliance,"JavaScript, C#","Power Platform, Azure Storage, Dynamics 365, Azure Data, Azure Networking, Azure Mixed Reality",False,North America,Canada,314,1370,6,6,28,Decentralized Identity,Infrastructure,Theater Session,Intermediate,30,54,4.0,7,4,1,Medium
SPKR-1901,Raj,Williams,10,Consulting Firm,Ernst & Young,Development Manager,Quantum Computing,Edge Computing,"C#, Q#, Python","Azure Compute, Dynamics 365, Azure AI",True,Asia Pacific,South Korea,85,366,6,5,2,Introduction to Quantum Computing,Data & AI,Breakout Session,Beginner,60,346,5.0,50,0,0,Low
SPKR-1902,Matthew,Lee,17,Microsoft Partner,Cognizant,Chief Architect,Sustainability Tech,Azure Cloud,"C#, Python, R","Azure Networking, Power Platform",False,North America,Mexico,164,918,9,12,50,Sustainability Metrics and Reporting,Infrastructure,Workshop,Advanced,120,26,5.0,8,6,6,Low
SPKR-1903,Chris,Hernandez,23,Microsoft,Microsoft Research,Head of Digital Transformation,Data & Analytics,Blockchain,"SQL, Python, KQL, R","Azure Networking, Dynamics 365",False,Latin America,Mexico,557,574,12,20,50,Power BI for Enterprise Data Visualization,Data & AI,Lightning Talk,Intermediate,20,108,4.9,11,0,12,Medium
SPKR-1904,Matthew,Taylor,20,Startup,InnovateCorp,Chief Architect,Microsoft 365,IoT Solutions,"PowerShell, C#, TypeScript","Azure Compute, Microsoft 365",False,North America,United States,2032,12418,22,14,50,Office Add-ins Development,Modern Work,Workshop,Beginner,90,46,4.5,24,1,2,Medium
SPKR-1905,Ahmed,Jackson,17,Microsoft,Microsoft Consulting,Distinguished Engineer,Edge Computing,Azure Cloud,"C++, Python, C#, JavaScript","Azure Storage, Azure IoT, Microsoft 365, Azure Compute",False,North America,Mexico,1012,1236,1,11,7,Edge Security and Management,Data & AI,Breakout Session,Advanced,60,320,5.0,3,1,5,Medium
SPKR-1906,Kofi,Zhang,15,Consulting Firm,Bain & Company,Distinguished Engineer,Data & Analytics,Quantum Computing,"C#, SQL, Python, KQL","Azure Data, Azure Mixed Reality, Azure IoT, Azure AI, Dynamics 365, Azure Security",False,Asia Pacific,South Korea,112,1743,6,12,23,Azure Synapse Analytics Deep Dive,Microsoft Cloud,Theater Session,Intermediate,30,70,5.0,4,1,3,Medium
SPKR-1907,Daniel,Souza,15,Microsoft,Microsoft Corporation,Head of Cloud,Edge Computing,IoT Solutions,"Python, JavaScript, C#","Azure Mixed Reality, Microsoft 365",False,Europe,Spain,51,367,5,12,4,Industrial IoT Solutions: Best Practices,Infrastructure,Theater Session,Advanced,45,89,4.2,14,1,2,High
SPKR-1908,Emily,Martinez,9,Education,University of Washington,Senior Software Engineer,Quantum Computing,Modern Apps,"Q#, Python, C#","Azure Security, Azure AI, Microsoft 365",False,Europe,Netherlands,1056,170,19,8,15,Introduction to Quantum Computing,App Innovation,Breakout Session,Intermediate,45,203,4.5,2,4,1,Medium
SPKR-1909,Yuki,Jackson,29,Microsoft,Microsoft Research,CTO,Sustainability Tech,Mixed Reality,"R, Python, JavaScript, C#","Azure Storage, Azure Compute",False,Latin America,Argentina,1023,1327,12,17,18,Sustainability Metrics and Reporting,Infrastructure,Breakout Session,Advanced,75,293,4.6,35,7,2,None
SPKR-1910,Ingrid,Yamamoto,21,Enterprise Customer,Johnson & Johnson,Chief Data Officer,Power Platform,AI/Machine Learning,"JavaScript, C#","Azure Compute, Azure AI, Azure Security, Azure Storage, Azure Data",False,Europe,Germany,11762,3233,21,16,43,Power BI Advanced Analytics,Digital & App Innovation,Breakout Session,Intermediate,75,269,4.8,29,6,2,Low
SPKR-1911,Emily,White,25,Government,US Federal Government,VP of Technology,Azure Cloud,Data & Analytics,"JavaScript, C#, ARM Templates","Microsoft 365, Azure Data",False,Europe,Netherlands,713,1724,19,18,50,Azure Architecture Best Practices,Infrastructure,Breakout Session,Advanced,60,273,5.0,3,2,3,Low
SPKR-1912,Ingrid,Tanaka,19,Microsoft,Microsoft Consulting,VP Engineering,Modern Apps,Azure Cloud,"Java, TypeScript","Azure Compute, Azure DevOps, Azure Security",False,North America,Canada,5379,5140,7,10,20,Serverless Computing with Azure Functions,App Innovation,Workshop,Beginner,180,30,4.0,9,3,2,Low
SPKR-1913,Kevin,Gonzalez,13,Enterprise Customer,Bank of America,CTO,Modern Apps,DevOps & Automation,"JavaScript, TypeScript","Azure Networking, Microsoft 365, Azure Compute, Azure DevOps",False,Europe,Sweden,1641,1389,40,12,46,Microservices Architecture Patterns: A Case Study,App Innovation,Workshop,Intermediate,180,85,4.5,19,0,2,Medium
SPKR-1914,Jessica,Santos,9,Microsoft Partner,Accenture,Senior Data Scientist,DevOps & Automation,Mixed Reality,"Python, Go","Azure Networking, Azure Mixed Reality",False,North America,Canada,1936,938,14,6,22,CI/CD with Azure DevOps,Infrastructure,Workshop,Advanced,180,80,3.6,24,9,3,Low
